sample_accession	experiment_accession	run_accession	sample_alias
SAMN11847730	SRX6045142	SRR9275059	af_0058_0082_f2
SAMN11847223	SRX6045141	SRR9275060	am_0171_0066_h11
SAMN11847224	SRX6045140	SRR9275061	am_0171_0071_a10-BIS
SAMN11847221	SRX6045139	SRR9275062	am_0171_0066_f10
SAMN11847222	SRX6045138	SRR9275063	am_0171_0066_g9
SAMN11847219	SRX6045137	SRR9275064	am_0171_0066_b10
SAMN11847220	SRX6045136	SRR9275065	am_0171_0066_e10
SAMN11847468	SRX6045135	SRR9275066	am_0171_0050_g6
SAMN11847832	SRX6045134	SRR9275067	av_0103_0069_f11
SAMN11847886	SRX6045133	SRR9275068	bj_0095_0052_h1
SAMN11847885	SRX6045132	SRR9275069	bj_0095_0052_g6
SAMN11847834	SRX6045131	SRR9275070	av_0103_0069_f7
SAMN11847700	SRX6045130	SRR9275071	af_0058_0073_e6
SAMN11847399	SRX6045129	SRR9275072	aa_0143_0049_d3
SAMN11847400	SRX6045128	SRR9275073	aa_0143_0049_d4
SAMN11847397	SRX6045127	SRR9275074	aa_0143_0049_d1
SAMN11847398	SRX6045126	SRR9275075	aa_0143_0049_d2
SAMN11847403	SRX6045125	SRR9275076	aa_0143_0049_e1
SAMN11847404	SRX6045124	SRR9275077	aa_0143_0049_e2
SAMN11847401	SRX6045123	SRR9275078	aa_0143_0049_d5
SAMN11847402	SRX6045122	SRR9275079	aa_0143_0049_d6
SAMN11847502	SRX6045121	SRR9275080	ao_0067_0069_a3
SAMN11847501	SRX6045120	SRR9275081	ao_0067_0069_a1
SAMN11847405	SRX6045119	SRR9275082	aa_0143_0049_e3
SAMN11847406	SRX6045118	SRR9275083	aa_0143_0049_e4
SAMN11847498	SRX6045117	SRR9275084	ao_0067_0047_h6
SAMN11847497	SRX6045116	SRR9275085	ao_0067_0047_g9
SAMN11847500	SRX6045115	SRR9275086	ao_0067_0047_h9
SAMN11847499	SRX6045114	SRR9275087	ao_0067_0047_h8
SAMN11847572	SRX6045113	SRR9275088	bf_0095_0070_h6
SAMN11847571	SRX6045112	SRR9275089	bf_0095_0070_h3
SAMN11847185	SRX6045111	SRR9275090	am_0070_0084_b4
SAMN11847186	SRX6045110	SRR9275091	am_0070_0085_a10
SAMN11847568	SRX6045109	SRR9275092	bf_0095_0070_g3
SAMN11847567	SRX6045108	SRR9275093	bf_0095_0070_g2
SAMN11847570	SRX6045107	SRR9275094	bf_0095_0070_h1
SAMN11847569	SRX6045106	SRR9275095	bf_0095_0070_g4
SAMN11847179	SRX6045105	SRR9275096	am_0070_0079_a7
SAMN11847180	SRX6045104	SRR9275097	am_0070_0079_b7
SAMN11847217	SRX6045103	SRR9275098	am_0171_0008_e2
SAMN11847218	SRX6045102	SRR9275099	am_0171_0008_g2
SAMN11847145	SRX6045101	SRR9275100	bq_0049_0032_e7
SAMN11847146	SRX6045100	SRR9275101	bq_0049_0032_f8
SAMN11847225	SRX6045099	SRR9275102	am_0171_0071_a10
SAMN11847226	SRX6045098	SRR9275103	am_0171_0071_a12
SAMN11847425	SRX6045097	SRR9275104	aa_0143_0087_b2
SAMN11847159	SRX6045096	SRR9275105	bq_0049_0068_b8
SAMN11847426	SRX6045095	SRR9275106	aa_0143_0087_d2
SAMN11847625	SRX6045094	SRR9275107	bk_0021_0070_g7
SAMN11847626	SRX6045093	SRR9275108	bk_0021_0070_g8
SAMN11847619	SRX6045092	SRR9275109	bk_0021_0070_e9
SAMN11847620	SRX6045091	SRR9275110	bk_0021_0070_f10
SAMN11847617	SRX6045090	SRR9275111	bk_0021_0070_e7
SAMN11847618	SRX6045089	SRR9275112	bk_0021_0070_e8
SAMN11847623	SRX6045088	SRR9275113	bk_0021_0070_g10
SAMN11847624	SRX6045087	SRR9275114	bk_0021_0070_g11
SAMN11847621	SRX6045086	SRR9275115	bk_0021_0070_f11
SAMN11847622	SRX6045085	SRR9275116	bk_0021_0070_f12
SAMN11847785	SRX6045084	SRR9275117	am_0224_0076_f8
SAMN11847417	SRX6045083	SRR9275118	aa_0143_0049_g4
SAMN11847418	SRX6045082	SRR9275119	aa_0143_0049_g5
SAMN11847056	SRX6045081	SRR9275120	cx_0004_0086_a12
SAMN11847606	SRX6045080	SRR9275121	bk_0021_0070_c7
SAMN11847072	SRX6045079	SRR9275122	cx_0004_0086_g8
SAMN11847071	SRX6045078	SRR9275123	cx_0004_0086_f8
SAMN11847074	SRX6045077	SRR9275124	cx_0004_0086_h7
SAMN11847073	SRX6045076	SRR9275125	cx_0004_0086_g9
SAMN11847068	SRX6045075	SRR9275126	cx_0004_0086_f11
SAMN11847067	SRX6045074	SRR9275127	cx_0004_0086_e9
SAMN11847070	SRX6045073	SRR9275128	cx_0004_0086_f7
SAMN11847069	SRX6045072	SRR9275129	cx_0004_0086_f12
SAMN11847177	SRX6045071	SRR9275130	af_0058_0044_a2
SAMN11847178	SRX6045070	SRR9275131	af_0058_0044_d12
SAMN11847183	SRX6045069	SRR9275132	am_0070_0079_d8
SAMN11847184	SRX6045068	SRR9275133	am_0070_0079_f7
SAMN11847181	SRX6045067	SRR9275134	am_0070_0079_c8
SAMN11847182	SRX6045066	SRR9275135	am_0070_0079_d7
SAMN11847599	SRX6045065	SRR9275136	bk_0021_0070_b11
SAMN11847165	SRX6045064	SRR9275137	cx_0004_0024_c1
SAMN11847705	SRX6045063	SRR9275138	af_0058_0073_f6
SAMN11848035	SRX6045062	SRR9275139	cx_0004_0053_d3
SAMN11847166	SRX6045061	SRR9275140	cx_0004_0024_h2
SAMN11847990	SRX6045060	SRR9275141	av_0103_0046_h4
SAMN11847764	SRX6045059	SRR9275142	am_0111_0076_f4
SAMN11847989	SRX6045058	SRR9275143	av_0103_0046_h3
SAMN11847234	SRX6045057	SRR9275144	am_0171_0078_d6
SAMN11847233	SRX6045056	SRR9275145	am_0171_0078_d2
SAMN11847232	SRX6045055	SRR9275146	am_0171_0078_c4
SAMN11847231	SRX6045054	SRR9275147	am_0171_0078_a4
SAMN11847230	SRX6045053	SRR9275148	am_0171_0071_f7-BIS
SAMN11847229	SRX6045052	SRR9275149	am_0171_0071_f11
SAMN11847275	SRX6045051	SRR9275150	bf_0095_0016_a4
SAMN11847227	SRX6045050	SRR9275151	am_0171_0071_c11-BIS
SAMN11847273	SRX6045049	SRR9275152	av_0103_0014_g3
SAMN11847274	SRX6045048	SRR9275153	av_0103_0014_h7
SAMN11847271	SRX6045047	SRR9275154	av_0103_0014_e5
SAMN11847272	SRX6045046	SRR9275155	av_0103_0014_f11
SAMN11847269	SRX6045045	SRR9275156	av_0103_0014_d3
SAMN11847270	SRX6045044	SRR9275157	av_0103_0014_e12
SAMN11847267	SRX6045043	SRR9275158	av_0103_0014_d2-BIS
SAMN11847268	SRX6045042	SRR9275159	av_0103_0014_d2
SAMN11847698	SRX6045041	SRR9275160	af_0058_0073_e4
SAMN11847993	SRX6045040	SRR9275161	av_0103_0069_a9
SAMN11847687	SRX6045039	SRR9275162	af_0058_0073_c3
SAMN11847761	SRX6045038	SRR9275163	am_0111_0076_e4
SAMN11847697	SRX6045037	SRR9275164	af_0058_0073_e3
SAMN11847992	SRX6045036	SRR9275165	av_0103_0069_a12
SAMN11847966	SRX6045035	SRR9275166	bq_0049_0054_h6
SAMN11847704	SRX6045034	SRR9275167	af_0058_0073_f5
SAMN11847991	SRX6045033	SRR9275168	av_0103_0046_h8
SAMN11847116	SRX6045032	SRR9275169	bk_0021_0020_h2
SAMN11847115	SRX6045031	SRR9275170	bk_0021_0020_c3
SAMN11847703	SRX6045030	SRR9275171	af_0058_0073_f4
SAMN11847907	SRX6045029	SRR9275172	bk_0021_0081_b9
SAMN11847594	SRX6045028	SRR9275173	bk_0021_0070_a11
SAMN11847108	SRX6045027	SRR9275174	bf_0095_0063_f2
SAMN11847107	SRX6045026	SRR9275175	bf_0095_0063_e4
SAMN11847110	SRX6045025	SRR9275176	bf_0095_0063_g2
SAMN11847109	SRX6045024	SRR9275177	bf_0095_0063_f4
SAMN11847112	SRX6045023	SRR9275178	bj_0095_0018_a2
SAMN11847111	SRX6045022	SRR9275179	bf_0095_0063_h3
SAMN11847701	SRX6045021	SRR9275180	af_0058_0073_f2
SAMN11847113	SRX6045020	SRR9275181	bj_0095_0019_a10
SAMN11847996	SRX6045019	SRR9275182	av_0103_0069_c7
SAMN11847688	SRX6045018	SRR9275183	af_0058_0073_c4
SAMN11847762	SRX6045017	SRR9275184	am_0111_0076_e5
SAMN11847908	SRX6045016	SRR9275185	bk_0021_0081_c10
SAMN11847957	SRX6045015	SRR9275186	bq_0049_0054_e3
SAMN11847588	SRX6045014	SRR9275187	bk_0021_0045_g7
SAMN11847958	SRX6045013	SRR9275188	bq_0049_0054_f2
SAMN11847927	SRX6045012	SRR9275189	bk_0021_0081_f11
SAMN11847880	SRX6045011	SRR9275190	bj_0095_0052_f8
SAMN11847816	SRX6045010	SRR9275191	av_0103_0046_d4
SAMN11847902	SRX6045009	SRR9275192	bk_0021_0081_b10
SAMN11847815	SRX6045008	SRR9275193	av_0103_0046_d10
SAMN11847965	SRX6045007	SRR9275194	bq_0049_0054_h5
SAMN11847879	SRX6045006	SRR9275195	bj_0095_0052_f7
SAMN11847810	SRX6045005	SRR9275196	av_0103_0046_b4
SAMN11847809	SRX6045004	SRR9275197	av_0103_0046_a9
SAMN11847511	SRX6045003	SRR9275198	ao_0067_0069_d4
SAMN11847512	SRX6045002	SRR9275199	ao_0067_0069_d6
SAMN11847513	SRX6045001	SRR9275200	ao_0067_0069_e1
SAMN11847514	SRX6045000	SRR9275201	ao_0067_0069_e3
SAMN11847507	SRX6044999	SRR9275202	ao_0067_0069_b6
SAMN11847508	SRX6044998	SRR9275203	ao_0067_0069_c2
SAMN11847509	SRX6044997	SRR9275204	ao_0067_0069_c6
SAMN11847510	SRX6044996	SRR9275205	ao_0067_0069_d3
SAMN11847666	SRX6044995	SRR9275206	cx_0004_0053_h4
SAMN11847911	SRX6044994	SRR9275207	bk_0021_0081_c7
SAMN11847515	SRX6044993	SRR9275208	ao_0067_0069_e4
SAMN11847516	SRX6044992	SRR9275209	ao_0067_0069_e5
SAMN11847665	SRX6044991	SRR9275210	cx_0004_0053_g4
SAMN11848021	SRX6044990	SRR9275211	cx_0004_0053_a1
SAMN11847828	SRX6044989	SRR9275212	av_0103_0069_a7
SAMN11847827	SRX6044988	SRR9275213	av_0103_0069_a11
SAMN11847830	SRX6044987	SRR9275214	av_0103_0069_d9
SAMN11847829	SRX6044986	SRR9275215	av_0103_0069_a8
SAMN11847679	SRX6044985	SRR9275216	af_0058_0073_a5
SAMN11847831	SRX6044984	SRR9275217	av_0103_0069_e10
SAMN11847791	SRX6044983	SRR9275218	am_0224_0076_h10
SAMN11847833	SRX6044982	SRR9275219	av_0103_0069_f12
SAMN11847836	SRX6044981	SRR9275220	av_0103_0069_h11
SAMN11847835	SRX6044980	SRR9275221	av_0103_0069_g11
SAMN11847909	SRX6044979	SRR9275222	bk_0021_0081_c11
SAMN11847910	SRX6044978	SRR9275223	bk_0021_0081_c12
SAMN11847660	SRX6044977	SRR9275224	av_0103_0073_g7
SAMN11847912	SRX6044976	SRR9275225	bk_0021_0081_c8
SAMN11847913	SRX6044975	SRR9275226	bk_0021_0081_c9
SAMN11847914	SRX6044974	SRR9275227	bk_0021_0081_d10
SAMN11847458	SRX6044973	SRR9275228	am_0111_0076_a2
SAMN11847457	SRX6044972	SRR9275229	am_0070_0075_h7
SAMN11847339	SRX6045635	SRR9275230	an_0080_0058_c7
SAMN11847338	SRX6045634	SRR9275231	an_0080_0058_c5
SAMN11847337	SRX6045633	SRR9275232	an_0080_0058_c2
SAMN11847344	SRX6045632	SRR9275233	an_0080_0058_d6
SAMN11847343	SRX6045631	SRR9275234	an_0080_0058_d5
SAMN11847342	SRX6045630	SRR9275235	an_0080_0058_d3
SAMN11847341	SRX6045629	SRR9275236	an_0080_0058_d1
SAMN11847787	SRX6045628	SRR9275237	am_0224_0076_g10
SAMN11847686	SRX6045627	SRR9275238	af_0058_0073_c2
SAMN11847790	SRX6045626	SRR9275239	am_0224_0076_g8
SAMN11847685	SRX6045625	SRR9275240	af_0058_0073_b6
SAMN11847488	SRX6045624	SRR9275241	ao_0067_0047_d10
SAMN11847141	SRX6045623	SRR9275242	bq_0049_0032_e10
SAMN11847789	SRX6045622	SRR9275243	am_0224_0076_g7
SAMN11847869	SRX6045621	SRR9275244	bj_0095_0052_e3
SAMN11847641	SRX6045620	SRR9275245	ao_0067_0047_c7
SAMN11847642	SRX6045619	SRR9275246	ao_0067_0047_d8
SAMN11847643	SRX6045618	SRR9275247	ao_0067_0047_d9
SAMN11847644	SRX6045617	SRR9275248	ao_0067_0047_g10
SAMN11847637	SRX6045616	SRR9275249	ao_0067_0047_a1
SAMN11847638	SRX6045615	SRR9275250	ao_0067_0047_b4
SAMN11847639	SRX6045614	SRR9275251	ao_0067_0047_b8
SAMN11847640	SRX6045613	SRR9275252	ao_0067_0047_c10
SAMN11847664	SRX6045612	SRR9275253	cx_0004_0053_g2
SAMN11847663	SRX6045611	SRR9275254	bf_0095_0070_h4
SAMN11847662	SRX6045610	SRR9275255	bf_0095_0070_h2
SAMN11847661	SRX6045609	SRR9275256	av_0103_0073_g8
SAMN11847645	SRX6045608	SRR9275257	av_0103_0046_a10
SAMN11847646	SRX6045607	SRR9275258	av_0103_0046_a4
SAMN11847658	SRX6045606	SRR9275259	av_0103_0073_e12
SAMN11847657	SRX6045605	SRR9275260	av_0103_0073_d9
SAMN11847794	SRX6045604	SRR9275261	ao_0067_0047_a5
SAMN11847228	SRX6045603	SRR9275262	am_0171_0071_d9
SAMN11847968	SRX6045602	SRR9275263	av_0103_0046_a6
SAMN11847870	SRX6045601	SRR9275264	bj_0095_0052_e4
SAMN11847276	SRX6045600	SRR9275265	bf_0095_0016_b4
SAMN11847140	SRX6045599	SRR9275266	bq_0049_0032_d7
SAMN11847678	SRX6045598	SRR9275267	af_0058_0073_a4
SAMN11847677	SRX6045597	SRR9275268	af_0058_0073_a3
SAMN11847090	SRX6045596	SRR9275269	av_0103_0014_c9
SAMN11847089	SRX6045595	SRR9275270	av_0103_0014_a1
SAMN11847088	SRX6045594	SRR9275271	av_0103_0014_a1-BIS
SAMN11847087	SRX6045593	SRR9275272	av_0103_0014_a12
SAMN11847094	SRX6045592	SRR9275273	bf_0095_0016_b2
SAMN11847093	SRX6045591	SRR9275274	av_0103_0014_f8
SAMN11847092	SRX6045590	SRR9275275	av_0103_0014_f1
SAMN11847091	SRX6045589	SRR9275276	av_0103_0014_d7
SAMN11847096	SRX6045588	SRR9275277	bf_0095_0016_g2
SAMN11847095	SRX6045587	SRR9275278	bf_0095_0016_e2
SAMN11847682	SRX6045586	SRR9275279	af_0058_0073_b3
SAMN11847597	SRX6045585	SRR9275280	bk_0021_0070_a9
SAMN11847681	SRX6045584	SRR9275281	af_0058_0073_b2
SAMN11847236	SRX6045583	SRR9275282	am_0171_0078_f1
SAMN11847235	SRX6045582	SRR9275283	am_0171_0078_e6
SAMN11847942	SRX6045581	SRR9275284	bk_0021_0081_h9
SAMN11847937	SRX6045580	SRR9275285	bk_0021_0081_g9
SAMN11847941	SRX6045579	SRR9275286	bk_0021_0081_h8
SAMN11847598	SRX6045578	SRR9275287	bk_0021_0070_b10
SAMN11847535	SRX6045577	SRR9275288	bf_0095_0054_b8
SAMN11847753	SRX6045576	SRR9275289	am_0070_0075_b9
SAMN11847536	SRX6045575	SRR9275290	bf_0095_0054_b9
SAMN11847938	SRX6045574	SRR9275291	bk_0021_0081_h10
SAMN11847979	SRX6045573	SRR9275292	av_0103_0046_e5
SAMN11847980	SRX6045572	SRR9275293	av_0103_0046_e8
SAMN11847114	SRX6045571	SRR9275294	bj_0095_0031_f12
SAMN11847978	SRX6045570	SRR9275295	av_0103_0046_e1
SAMN11847756	SRX6045569	SRR9275296	am_0070_0075_g10
SAMN11847984	SRX6045568	SRR9275297	av_0103_0046_f7
SAMN11847981	SRX6045567	SRR9275298	av_0103_0046_f1
SAMN11847982	SRX6045566	SRR9275299	av_0103_0046_f4
SAMN11847605	SRX6045565	SRR9275300	bk_0021_0070_c11
SAMN11847680	SRX6045564	SRR9275301	af_0058_0073_a6
SAMN11847755	SRX6045563	SRR9275302	am_0070_0075_f11
SAMN11847986	SRX6045562	SRR9275303	av_0103_0046_g5
SAMN11847939	SRX6045561	SRR9275304	bk_0021_0081_h11
SAMN11848036	SRX6045560	SRR9275305	cx_0004_0053_d5
SAMN11848014	SRX6045559	SRR9275306	av_0103_0073_e11
SAMN11847529	SRX6045558	SRR9275307	ao_0067_0069_h6
SAMN11847370	SRX6045557	SRR9275308	bj_0095_0037_d6
SAMN11847369	SRX6045556	SRR9275309	bj_0095_0037_b6
SAMN11847368	SRX6045555	SRR9275310	bj_0095_0037_a6
SAMN11847367	SRX6045554	SRR9275311	ao_0067_0012_e10
SAMN11847374	SRX6045553	SRR9275312	bj_0095_0037_h6
SAMN11847373	SRX6045552	SRR9275313	bj_0095_0037_g6
SAMN11847372	SRX6045551	SRR9275314	bj_0095_0037_f6
SAMN11847371	SRX6045550	SRR9275315	bj_0095_0037_e6
SAMN11847365	SRX6045549	SRR9275316	an_0080_0058_h5
SAMN11847530	SRX6045548	SRR9275317	bf_0095_0017_d2
SAMN11847376	SRX6045547	SRR9275318	bj_0095_0063_f6
SAMN11847375	SRX6045546	SRR9275319	bj_0095_0063_b8
SAMN11847533	SRX6045545	SRR9275320	bf_0095_0054_b11
SAMN11847534	SRX6045544	SRR9275321	bf_0095_0054_b12
SAMN11847297	SRX6045543	SRR9275322	bq_0049_0072_d4
SAMN11847532	SRX6045542	SRR9275323	bf_0095_0054_b10
SAMN11848013	SRX6045541	SRR9275324	av_0103_0073_e10
SAMN11847945	SRX6045540	SRR9275325	bq_0049_0054_a3
SAMN11847748	SRX6045539	SRR9275326	am_0052_0075_b4
SAMN11847531	SRX6045538	SRR9275327	bf_0095_0054_a8
SAMN11847747	SRX6045537	SRR9275328	am_0025_0074_h9
SAMN11847750	SRX6045536	SRR9275329	am_0052_0075_g3
SAMN11847749	SRX6045535	SRR9275330	am_0052_0075_c5
SAMN11847856	SRX6045534	SRR9275331	bj_0095_0052_b7
SAMN11847853	SRX6045533	SRR9275332	bj_0095_0052_b3
SAMN11847854	SRX6045532	SRR9275333	bj_0095_0052_b5
SAMN11847851	SRX6045531	SRR9275334	bj_0095_0052_a7
SAMN11847852	SRX6045530	SRR9275335	bj_0095_0052_b1
SAMN11847752	SRX6045529	SRR9275336	am_0070_0075_b8
SAMN11847850	SRX6045528	SRR9275337	bj_0095_0052_a6
SAMN11847847	SRX6045527	SRR9275338	bj_0095_0052_a2
SAMN11847848	SRX6045526	SRR9275339	bj_0095_0052_a3
SAMN11847484	SRX6045525	SRR9275340	ao_0067_0047_a7
SAMN11847483	SRX6045524	SRR9275341	ao_0067_0047_a4
SAMN11847482	SRX6045523	SRR9275342	ao_0067_0047_a3
SAMN11847481	SRX6045522	SRR9275343	ao_0067_0013_g4
SAMN11847480	SRX6045521	SRR9275344	ao_0067_0013_g3
SAMN11847479	SRX6045520	SRR9275345	an_0080_0048_g4
SAMN11847478	SRX6045519	SRR9275346	an_0080_0048_f4
SAMN11847477	SRX6045518	SRR9275347	an_0080_0048_d7
SAMN11847357	SRX6045517	SRR9275348	an_0080_0058_g3
SAMN11847358	SRX6045516	SRR9275349	an_0080_0058_g4
SAMN11847485	SRX6045515	SRR9275350	ao_0067_0047_a8
SAMN11847713	SRX6045514	SRR9275351	af_0058_0073_h4
SAMN11847714	SRX6045513	SRR9275352	af_0058_0073_h5
SAMN11847711	SRX6045512	SRR9275353	af_0058_0073_h2
SAMN11847712	SRX6045511	SRR9275354	af_0058_0073_h3
SAMN11847709	SRX6045510	SRR9275355	af_0058_0073_g5
SAMN11847710	SRX6045509	SRR9275356	af_0058_0073_g6
SAMN11847707	SRX6045508	SRR9275357	af_0058_0073_g3
SAMN11847708	SRX6045507	SRR9275358	af_0058_0073_g4
SAMN11847934	SRX6045506	SRR9275359	bk_0021_0081_g12
SAMN11847715	SRX6045505	SRR9275360	af_0058_0073_h6
SAMN11847716	SRX6045504	SRR9275361	af_0058_0082_a1
SAMN11847443	SRX6045503	SRR9275362	am_0171_0051_c1
SAMN11847444	SRX6045502	SRR9275363	am_0171_0051_c2
SAMN11847441	SRX6045501	SRR9275364	aa_0143_0089_h6
SAMN11847442	SRX6045500	SRR9275365	am_0171_0051_a2
SAMN11847439	SRX6045499	SRR9275366	aa_0143_0089_h4
SAMN11847440	SRX6045498	SRR9275367	aa_0143_0089_h5
SAMN11847437	SRX6045497	SRR9275368	aa_0143_0089_g4
SAMN11847438	SRX6045496	SRR9275369	aa_0143_0089_h3
SAMN11847683	SRX6045495	SRR9275370	af_0058_0073_b4
SAMN11847053	SRX6045494	SRR9275371	cx_0004_0077_b10
SAMN11847445	SRX6045493	SRR9275372	am_0171_0051_d1
SAMN11847446	SRX6045492	SRR9275373	am_0171_0051_d2
SAMN11847684	SRX6045491	SRR9275374	af_0058_0073_b5
SAMN11848032	SRX6045490	SRR9275375	cx_0004_0053_c6
SAMN11847706	SRX6045489	SRR9275376	af_0058_0073_g2
SAMN11847295	SRX6045488	SRR9275377	bq_0049_0072_c5
SAMN11847296	SRX6045487	SRR9275378	bq_0049_0072_d3
SAMN11847765	SRX6045486	SRR9275379	am_0111_0076_f6
SAMN11847766	SRX6045485	SRR9275380	am_0111_0076_g3
SAMN11847868	SRX6045484	SRR9275381	bj_0095_0052_e2
SAMN11847287	SRX6045483	SRR9275382	bq_0049_0064_e4
SAMN11847288	SRX6045482	SRR9275383	bq_0049_0072_a2
SAMN11847289	SRX6045481	SRR9275384	bq_0049_0072_a4
SAMN11847290	SRX6045480	SRR9275385	bq_0049_0072_b1
SAMN11847291	SRX6045479	SRR9275386	bq_0049_0072_b3
SAMN11847292	SRX6045478	SRR9275387	bq_0049_0072_b5
SAMN11847293	SRX6045477	SRR9275388	bq_0049_0072_c1
SAMN11847294	SRX6045476	SRR9275389	bq_0049_0072_c2
SAMN11847987	SRX6045475	SRR9275390	av_0103_0046_g6
SAMN11848031	SRX6045474	SRR9275391	cx_0004_0053_c2
SAMN11847495	SRX6045473	SRR9275392	ao_0067_0047_f9
SAMN11847496	SRX6045472	SRR9275393	ao_0067_0047_g4
SAMN11847134	SRX6045471	SRR9275394	bq_0049_0032_c2
SAMN11847133	SRX6045470	SRR9275395	bq_0049_0032_c2-BIS
SAMN11847196	SRX6045469	SRR9275396	am_0070_0085_c7
SAMN11847195	SRX6045468	SRR9275397	am_0070_0085_c6
SAMN11847130	SRX6045467	SRR9275398	bq_0049_0032_c11
SAMN11847129	SRX6045466	SRR9275399	bq_0049_0032_b8
SAMN11847128	SRX6045465	SRR9275400	bq_0049_0032_b2
SAMN11847127	SRX6045464	SRR9275401	bq_0049_0032_b2-BIS
SAMN11847190	SRX6045463	SRR9275402	am_0070_0085_b10
SAMN11847189	SRX6045462	SRR9275403	am_0070_0085_a9
SAMN11847188	SRX6045461	SRR9275404	am_0070_0085_a8
SAMN11847187	SRX6045460	SRR9275405	am_0070_0085_a7
SAMN11847194	SRX6045459	SRR9275406	am_0070_0085_b9
SAMN11847193	SRX6045458	SRR9275407	am_0070_0085_b7
SAMN11847192	SRX6045457	SRR9275408	am_0070_0085_b6
SAMN11847191	SRX6045456	SRR9275409	am_0070_0085_b12
SAMN11847994	SRX6045455	SRR9275410	av_0103_0069_b7
SAMN11847137	SRX6045454	SRR9275411	bq_0049_0032_d10
SAMN11847855	SRX6045453	SRR9275412	bj_0095_0052_b6
SAMN11847138	SRX6045452	SRR9275413	bq_0049_0032_d12
SAMN11847139	SRX6045451	SRR9275414	bq_0049_0032_d6
SAMN11847596	SRX6045450	SRR9275415	bk_0021_0070_a8
SAMN11847595	SRX6045449	SRR9275416	bk_0021_0070_a12
SAMN11847487	SRX6045448	SRR9275417	ao_0067_0047_c8
SAMN11847593	SRX6045447	SRR9275418	bk_0021_0070_a10
SAMN11847592	SRX6045446	SRR9275419	bk_0021_0045_h3
SAMN11847591	SRX6045445	SRR9275420	bk_0021_0045_h2
SAMN11847590	SRX6045444	SRR9275421	bk_0021_0045_h1
SAMN11847589	SRX6045443	SRR9275422	bk_0021_0045_h11
SAMN11847335	SRX6045442	SRR9275423	an_0080_0058_b6
SAMN11847587	SRX6045441	SRR9275424	bk_0021_0045_g6
SAMN11848029	SRX6045440	SRR9275425	cx_0004_0053_b7
SAMN11847930	SRX6045439	SRR9275426	bk_0021_0081_f8
SAMN11847143	SRX6045438	SRR9275427	bq_0049_0032_e4-BIS
SAMN11847849	SRX6045437	SRR9275428	bj_0095_0052_a4
SAMN11847144	SRX6045436	SRR9275429	bq_0049_0032_e4
SAMN11848028	SRX6045435	SRR9275430	cx_0004_0053_b4
SAMN11847065	SRX6045434	SRR9275431	cx_0004_0086_d9
SAMN11847066	SRX6045433	SRR9275432	cx_0004_0086_e11
SAMN11847057	SRX6045432	SRR9275433	cx_0004_0086_a8
SAMN11847058	SRX6045431	SRR9275434	cx_0004_0086_b8
SAMN11847059	SRX6045430	SRR9275435	cx_0004_0086_c11
SAMN11847060	SRX6045429	SRR9275436	cx_0004_0086_c12
SAMN11847061	SRX6045428	SRR9275437	cx_0004_0086_c7
SAMN11847062	SRX6045427	SRR9275438	cx_0004_0086_c8
SAMN11847063	SRX6045426	SRR9275439	cx_0004_0086_d10
SAMN11847064	SRX6045425	SRR9275440	cx_0004_0086_d8
SAMN11847054	SRX6045424	SRR9275441	cx_0004_0077_f8
SAMN11848027	SRX6045423	SRR9275442	cx_0004_0053_b3
SAMN11847928	SRX6045422	SRR9275443	bk_0021_0081_f12
SAMN11848037	SRX6045421	SRR9275444	cx_0004_0053_d6
SAMN11848038	SRX6045420	SRR9275445	cx_0004_0053_d8
SAMN11848039	SRX6045419	SRR9275446	cx_0004_0053_e1
SAMN11848040	SRX6045418	SRR9275447	cx_0004_0053_e2
SAMN11848041	SRX6045417	SRR9275448	cx_0004_0053_e3
SAMN11848042	SRX6045416	SRR9275449	cx_0004_0053_e4
SAMN11848043	SRX6045415	SRR9275450	cx_0004_0053_e5
SAMN11848044	SRX6045414	SRR9275451	cx_0004_0053_e6
SAMN11848045	SRX6045413	SRR9275452	cx_0004_0053_f1
SAMN11848046	SRX6045412	SRR9275453	cx_0004_0053_f2
SAMN11847751	SRX6045411	SRR9275454	am_0070_0075_b12
SAMN11847922	SRX6045410	SRR9275455	bk_0021_0081_e12
SAMN11847585	SRX6045409	SRR9275456	bk_0021_0045_d6
SAMN11847817	SRX6045408	SRR9275457	av_0103_0046_d9
SAMN11847586	SRX6045407	SRR9275458	bk_0021_0045_g1
SAMN11847889	SRX6045406	SRR9275459	bj_0095_0052_h4
SAMN11847890	SRX6045405	SRR9275460	bj_0095_0052_h5
SAMN11847887	SRX6045404	SRR9275461	bj_0095_0052_h2
SAMN11847888	SRX6045403	SRR9275462	bj_0095_0052_h3
SAMN11847893	SRX6045402	SRR9275463	bj_0095_0068_g6
SAMN11847894	SRX6045401	SRR9275464	bk_0021_0045_h10
SAMN11847891	SRX6045400	SRR9275465	bj_0095_0052_h6
SAMN11847076	SRX6045399	SRR9275466	cx_0004_0086_h9
SAMN11847075	SRX6045398	SRR9275467	cx_0004_0086_h8
SAMN11847132	SRX6045397	SRR9275468	bq_0049_0032_c1
SAMN11847131	SRX6045396	SRR9275469	bq_0049_0032_c1-BIS
SAMN11847892	SRX6045395	SRR9275470	bj_0095_0068_f6
SAMN11848012	SRX6045394	SRR9275471	av_0103_0073_b9
SAMN11848011	SRX6045393	SRR9275472	av_0103_0073_b11
